会社名,銘柄コード,業種,優先市場,決算月,会計基準,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
パシフィックシステム,3847,情報・通信業,スタンダード（内国株式）,2025-03-31,,Saitama,10090667008.0,1.5173464,11354180000.0,867074000.0,0.034089997,654717000.0,0.0583,0.105,0.6853433103059484,,3068718000.0,2576476000.0,6739902000.0,420995000.0,2783851000.0,290287000.0,2362856000.0,0.23416251850613046
データ・アプリケーション,3848,情報・通信業,スタンダード（内国株式）,2025-03-31,,Tokyo,5390297600.0,1.1295626,2607070000.0,329200000.0,-0.03801,268283000.0,0.1028,,0.7728905973243131,,1403371000.0,1137693000.0,4225199000.0,139436000.0,3828094000.0,1313660000.0,3688658000.0,0.6843143502874498
エヌ・ティ・ティ・データ・イントラマート,3850,情報・通信業,スタンダード（内国株式）,2025-03-31,,Tokyo,18832789504.0,3.6525974,11829406000.0,551729000.0,0.08981,341309000.0,0.04659,0.11766,0.551946541410574,34.096916,4154586000.0,3245413000.0,5120576000.0,0.0,2519987000.0,335094000.0,2519987000.0,0.1338084833085808
日本一ソフトウェア,3851,情報・通信業,スタンダード（内国株式）,2025-03-31,,Kakamigahara,4291086848.0,0.5699411,5299892000.0,-274726000.0,-0.3625,-157225000.0,-0.04887,-0.029509999,0.7054009620413767,,3286016000.0,1967302000.0,6868170000.0,1841081000.0,5195499000.0,1174718000.0,3354418000.0,0.7817175738504186
アステリア,3853,情報・通信業,プライム（内国株式）,2025-03-31,,Tokyo,28422455296.0,4.7205257,3171258000.0,781201000.0,0.40397,588623000.0,0.28858,0.16352,0.7769187745651057,,1618463000.0,1307030000.0,3124272000.0,100000000.0,2814062000.0,3033852000.0,2714062000.0,0.09549006135236882
アイル,3854,情報・通信業,プライム（内国株式）,2024-07-31,,Osaka,66155466752.0,6.100536,17508405000.0,4263813000.0,0.26062,2887564000.0,0.18079,0.33273998,0.6839564330528155,35.06692,4473262000.0,2555067000.0,11567945000.0,,6663216000.0,146256000.0,,
Ａｂａｌａｎｃｅ,3856,電気機器,スタンダード（内国株式）,2024-06-30,,Tokyo,19148754944.0,0.65868914,208972000000.0,23353000000.0,0.10049,9530000000.0,0.01313,,0.16050155487337936,,107743000000.0,83261000000.0,89197000000.0,44955000000.0,37740000000.0,2582000000.0,-7215000000.0,-0.3767868992579448
ユビキタスＡＩ,3858,情報・通信業,スタンダード（内国株式）,2025-03-31,,Tokyo,3848875264.0,1.7075695,4138789000.0,96498000.0,-0.13271,91084000.0,0.0103400005,0.01898,0.694410568281014,,1054429000.0,730717000.0,2513353000.0,65414000.0,1346054000.0,265341000.0,1280640000.0,0.3327309700000712
王子ホールディングス,3861,パルプ・紙,プライム（内国株式）,2025-03-31,,Tokyo,764788670464.0,0.7418775,1849264000000.0,67687000000.0,0.0081,46171000000.0,0.0,0.02253,0.41814400595059636,10.948265,1502241000000.0,738818000000.0,806504000000.0,903388000000.0,58429000000.0,197835000000.0,-844959000000.0,-1.1048267745485303
日本製紙,3863,パルプ・紙,プライム（内国株式）,2025-03-31,,Tokyo,146601410560.0,0.31276444,1182431000000.0,19708000000.0,0.01875,4539000000.0,0.00634,0.01993,0.2829928586022023,10.529807,1192875000000.0,479192000000.0,638305000000.0,874926000000.0,185941000000.0,172984000000.0,-688985000000.0,-4.6997160352561345
三菱製紙,3864,パルプ・紙,プライム（内国株式）,2025-03-31,,Tokyo,30461894656.0,0.37007752,175942000000.0,4567000000.0,-0.030940002,4343000000.0,0.0179,0.03521,0.40944783567143894,12.87037,122937000000.0,88882000000.0,91512000000.0,72334000000.0,6239000000.0,24813000000.0,-66095000000.0,-2.169759981983965
北越コーポレーション,3865,パルプ・紙,プライム（内国株式）,2025-03-31,,Tokyo,173068402688.0,0.6637147,305718000000.0,19728000000.0,0.04507,15529000000.0,0.05053,0.059710003,0.6329395868048758,10.300301,153014000000.0,82005000000.0,179486000000.0,90630000000.0,27644000000.0,30608000000.0,-62986000000.0,-0.36393702733565036
みのや,386A,小売業,スタンダード（内国株式）,2024-06-30,,Saitama,7754355200.0,2.7006564,22540002000.0,967665000.0,0.034849998,714244000.0,0.031689998,0.33331,0.32541649810982043,,5182736000.0,3554514000.0,3233742000.0,2247262000.0,1108145000.0,176398000.0,-1139117000.0,-0.14690028643516356
中越パルプ工業,3877,パルプ・紙,プライム（内国株式）,2025-03-31,,Tokyo,22199357440.0,0.3934142,111009000000.0,4848000000.0,-0.00191,1761000000.0,0.010650001,0.00423,0.4666989367288002,,65948000000.0,52103000000.0,54612000000.0,37194000000.0,9005000000.0,11651000000.0,-28189000000.0,-1.269811528382688
巴川コーポレーション,3878,化学,スタンダード（内国株式）,2025-03-31,,Tokyo,7982252544.0,0.53811777,34432000000.0,1286000000.0,0.0434,749000000.0,0.020539999,0.05037,0.33065723522902335,7.46789,26460000000.0,18197000000.0,21639000000.0,13882000000.0,4925000000.0,6318000000.0,-8957000000.0,-1.122114334346974
フラー,387A,情報・通信業,グロース（内国株式）,2024-06-30,,Niigata,3781009664.0,,1517907000.0,12963000.0,0.0,28777000.0,0.0,,0.595837630976246,,520762000.0,294523000.0,1137985000.0,228319000.0,886065000.0,19769000.0,657746000.0,0.17396041228420409
大王製紙,3880,パルプ・紙,プライム（内国株式）,2025-03-31,,Tokyo,154101202944.0,0.6736152,668912000000.0,9808000000.0,0.01327,-11197000000.0,-0.0148,-0.03487,0.2671572997948234,17.611258,636355000000.0,266702000000.0,360882000000.0,444637000000.0,113189000000.0,21382000000.0,-331448000000.0,-2.1508462858686923
ニッポン高度紙工業,3891,パルプ・紙,スタンダード（内国株式）,2025-03-31,,Kochi,23881863168.0,0.9916894,16033765000.0,2460651000.0,0.18424,1781054000.0,0.10256,0.073410004,0.6777371261510852,10.218616,11365995000.0,6768881000.0,17507454000.0,8286943000.0,4126719000.0,302683000.0,-4160224000.0,-0.17420014388049943
岡山製紙,3892,パルプ・紙,スタンダード（内国株式）,2025-05-31,,Okayama,7217870336.0,0.5575788,11522767000.0,1032592000.0,0.048520003,798698000.0,0.06926,0.06339,0.7800839845409626,,3649183000.0,2906595000.0,10140417000.0,38694000.0,2866006000.0,3656133000.0,2827312000.0,0.3917100014804145
ハビックス,3895,パルプ・紙,スタンダード（内国株式）,2025-03-31,,Gifu,3396210176.0,0.46754035,13403100000.0,695011000.0,0.04361,672450000.0,0.05014,0.09604,0.590202881925855,,5044246000.0,3912547000.0,8335434000.0,1301206000.0,2231282000.0,149601000.0,930076000.0,0.2738570205614978
阿波製紙,3896,パルプ・紙,スタンダード（内国株式）,2025-03-31,,Tokushima,3891708672.0,0.77943254,17124457000.0,432415000.0,-0.049200002,35867000.0,-0.00434,0.026919998,0.1977941571852789,,19605176000.0,9256432000.0,9247124000.0,12597418000.0,988726000.0,199818000.0,-11608692000.0,-2.9829293450257524
クラウドワークス,3900,情報・通信業,グロース（内国株式）,2024-09-30,,Tokyo,14910266368.0,1.9726132,17113505000.0,1340620000.0,0.08088,910756000.0,0.03388,0.10722,0.5315652959773753,12.243839,6232623000.0,5534455000.0,8827646000.0,2033733000.0,5960365000.0,1952023000.0,3926632000.0,0.2633508954895151
マークラインズ,3901,情報・通信業,プライム（内国株式）,2024-12-31,,Tokyo,27498289152.0,4.162493,5562104000.0,2216110000.0,0.35841998,1577957000.0,0.26989,0.24378,0.7559330185629242,14.246113,2136433000.0,2125337000.0,6661368000.0,,6060545000.0,567243000.0,,
メディカル・データ・ビジョン,3902,情報・通信業,プライム（内国株式）,2024-12-31,,Tokyo,22865491968.0,8.160398,5906958000.0,3765000.0,-0.014889999,-791169000.0,-0.11607,-0.21367,0.6529723055361133,23.547758,1594569000.0,1438566000.0,3111471000.0,,1347266000.0,438348000.0,,
ｇｕｍｉ,3903,情報・通信業,プライム（内国株式）,2025-04-30,,Tokyo,30684563456.0,1.6651627,8942741000.0,370823000.0,0.05357,2063322000.0,0.46683997,0.20503001,0.7103686430947271,12.252965,6004411000.0,5112234000.0,15736683000.0,4031567000.0,6077083000.0,1523345000.0,2045516000.0,0.06666270494390963
カヤック,3904,情報・通信業,グロース（内国株式）,2024-12-31,,Kamakura,7651553792.0,1.3097486,16727784000.0,358023000.0,0.0101,149053000.0,0.026730001,0.07309,0.4317835681086279,,6847753000.0,4772408000.0,8949749000.0,3268060000.0,4780097000.0,638757000.0,1512037000.0,0.19761175848765436
データセクション,3905,情報・通信業,グロース（内国株式）,2025-03-31,,Tokyo,60467347456.0,12.148632,2942635000.0,-496002000.0,-0.51198,-654991000.0,-0.29111,-0.26830998,0.5189904333309897,,2193818000.0,1877443000.0,1391803000.0,1370117000.0,526039000.0,62735000.0,-844078000.0,-0.013959236439372611
シリコンスタジオ,3907,情報・通信業,グロース（内国株式）,2024-11-30,,Tokyo,2873993984.0,1.6526682,4414000000.0,145000000.0,0.118669994,87000000.0,0.019709999,0.04977,0.5908319185059423,,1205000000.0,989000000.0,2486000000.0,265000000.0,1242000000.0,138000000.0,977000000.0,0.33994504005196974
コラボス,3908,情報・通信業,グロース（内国株式）,2025-03-31,,Tokyo,1819989632.0,1.3956958,1906946000.0,75494000.0,0.04535,144924000.0,0.086610004,0.13405,0.7441778870611199,,444044000.0,308276000.0,1513377000.0,285531000.0,1307016000.0,,1021485000.0,0.5612586918297345
ショーケース,3909,情報・通信業,スタンダード（内国株式）,2024-12-31,,Tokyo,2794700288.0,1.4442865,6211422000.0,-165842000.0,-0.11146,-742757000.0,0.07509,0.20988001,0.22829970297043903,,2191296000.0,1405408000.0,2994395000.0,1858347000.0,1233814000.0,42091000.0,-624533000.0,-0.22347047469871661
エムケイシステム,3910,情報・通信業,スタンダード（内国株式）,2025-03-31,,Osaka,1709659392.0,2.8027155,3290195000.0,-23483000.0,-0.047620002,-118568000.0,-0.023610001,-0.11853,0.2734289352204628,,1766485000.0,1210080000.0,1512994000.0,1203294000.0,606324000.0,,-596970000.0,-0.3491748138801205
Ａｉｍｉｎｇ,3911,情報・通信業,グロース（内国株式）,2024-12-31,,Tokyo,12927091712.0,1.9439279,17086858000.0,-552563000.0,0.1285,-341113000.0,0.07898,0.18202999,0.7100707610801795,,2089957000.0,1857334000.0,6756540000.0,659000.0,2867502000.0,,2866843000.0,0.22177014473709955
モバイルファクトリー,3912,情報・通信業,スタンダード（内国株式）,2024-12-31,,Tokyo,7329740288.0,2.3343508,3317532000.0,1058348000.0,0.38292998,699120000.0,0.22513,0.2451,0.8077303913934082,9.679547,811078000.0,811078000.0,3751165000.0,,3111756000.0,104552000.0,,
ＧｒｅｅｎＢｅｅ,3913,情報・通信業,グロース（内国株式）,2024-12-31,,Tokyo,2452083712.0,1.9679753,806493000.0,50960000.0,0.06509,63828000.0,0.12802,0.08968,0.9128034677207982,,113777000.0,102094000.0,1229486000.0,,932347000.0,,,
ＪＩＧ－ＳＡＷ,3914,情報・通信業,グロース（内国株式）,2024-12-31,,Tokyo,16407631872.0,5.3150697,3472875000.0,556625000.0,0.1435,478732000.0,0.10594,0.122600004,0.6494918974003675,,1701863000.0,1332681000.0,3392649000.0,450002000.0,1992757000.0,211773000.0,1542755000.0,0.09402667076122952
テラスカイ,3915,情報・通信業,プライム（内国株式）,2025-02-28,,Tokyo,27238785024.0,2.3723886,24709987000.0,1452172000.0,0.047909997,1018427000.0,0.0,0.0937,0.5691957253407662,28.668478,6630547000.0,5724761000.0,12844915000.0,205958000.0,6512437000.0,4269158000.0,6306479000.0,0.23152570845004222
デジタル・インフォメーション・テクノロジー,3916,情報・通信業,プライム（内国株式）,2024-06-30,,Tokyo,38571278336.0,4.7784023,19888244000.0,2424916000.0,0.08226,1686924000.0,0.090150006,0.28706,0.6810557440541701,19.279411,3158977000.0,2673950000.0,8536443000.0,243540000.0,4615790000.0,194065000.0,4372250000.0,0.11335507114679208
アイリッジ,3917,情報・通信業,グロース（内国株式）,2025-03-31,,Tokyo,4022882560.0,1.7490814,6708400000.0,219067000.0,-0.044439998,13901000.0,-0.00158,-0.0017200001,0.41898448369026836,31.463415,3388308000.0,2600608000.0,4555400000.0,1507500000.0,2738928000.0,97988000.0,1231428000.0,0.3061058784674042
ＰＣＩホールディングス,3918,情報・通信業,スタンダード（内国株式）,2025-03-31,,Tokyo,12984249344.0,1.4411249,25084943000.0,1054911000.0,0.05052,817590000.0,0.03683,,0.5675067409101249,8.786863,6448056000.0,5438517000.0,12123167000.0,511524000.0,4085074000.0,206103000.0,3573550000.0,0.2752219173649289
アイビーシー,3920,情報・通信業,スタンダード（内国株式）,2024-09-30,,Tokyo,5474079232.0,2.5540829,2184658000.0,382276000.0,0.24168,251575000.0,0.0,0.20202999,0.5982246556910282,,1337709000.0,1336217000.0,2724896000.0,852437000.0,1974717000.0,409370000.0,1122280000.0,0.20501712752702808
ネオジャパン,3921,情報・通信業,プライム（内国株式）,2025-01-31,,Yokohama,27531182080.0,4.031753,7263470000.0,1951179000.0,0.30657,1414109000.0,0.21614,0.27166,0.6825060189747998,68.43205,2926477000.0,2514779000.0,6570121000.0,2720000.0,5396914000.0,1540928000.0,5394194000.0,0.19593034488405084
ＰＲ　ＴＩＭＥＳ,3922,情報・通信業,プライム（内国株式）,2025-02-28,,Tokyo,43201155072.0,5.87682,8003435000.0,1877329000.0,0.38323003,1118896000.0,0.16349001,0.20556,0.8376801391560269,26.141926,1337188000.0,1335681000.0,6595773000.0,2002000.0,5605260000.0,70799000.0,5603258000.0,0.12970157836431656
ラクス,3923,情報・通信業,プライム（内国株式）,2025-03-31,,Tokyo,500307623936.0,23.115368,48904000000.0,10193000000.0,0.25964,8003000000.0,0.0,,0.6942882416124344,46.459064,9677000000.0,9462000000.0,19296000000.0,216000000.0,11368000000.0,3877000000.0,11152000000.0,0.022290285949003605
ランドコンピュータ,3924,情報・通信業,プライム（内国株式）,2025-03-31,,Tokyo,17772677120.0,3.0706625,13730729000.0,1433813000.0,0.0629,1023309000.0,0.04986,0.11999,0.7155355519769092,16.779661,2353600000.0,1758309000.0,7225025000.0,,3655710000.0,136850000.0,,
ダブルスタンダード,3925,情報・通信業,プライム（内国株式）,2025-03-31,,Minato,25369155584.0,4.3876257,8000645000.0,2606352000.0,0.23224,1782293000.0,0.21436001,0.29898,0.8480916973821627,15.44856,1143271000.0,1095535000.0,6402871000.0,,5346541000.0,,,
オープンドア,3926,情報・通信業,プライム（内国株式）,2025-03-31,,Tokyo,13987088384.0,3.3193007,2405078000.0,-102059000.0,-0.12708999,-120685000.0,-0.06157,-0.03234,0.9047216537095762,73.934425,457527000.0,414926000.0,2760741000.0,,2212825000.0,1625579000.0,,
フーバーブレイン,3927,情報・通信業,グロース（内国株式）,2025-03-31,,Tokyo,4505323520.0,1.4997759,4373104000.0,187401000.0,0.02763,109457000.0,-0.123009995,-0.10938,0.27440037999962885,,3874595000.0,1830860000.0,3326249000.0,363002000.0,1522935000.0,135802000.0,1159933000.0,0.257458314558507
マイネット,3928,情報・通信業,スタンダード（内国株式）,2024-12-31,,Tokyo,2087733120.0,1.3454992,8846312000.0,428355000.0,0.051960003,245634000.0,0.015420001,0.088640004,0.28810631954039706,2.9651859,3323032000.0,1827784000.0,3927392000.0,2390000000.0,2389452000.0,245759000.0,-548000.0,-0.000262485657170587
ソーシャルワイヤー,3929,情報・通信業,グロース（内国株式）,2025-03-31,,Tokyo,3137944320.0,1.9948789,2905402000.0,136976000.0,0.02429,170042000.0,0.0675,0.2399,0.6119803864720121,20.0,945865000.0,781930000.0,1941315000.0,194201000.0,1411601000.0,58606000.0,1217400000.0,0.3879609947954717
はてな,3930,情報・通信業,グロース（内国株式）,2024-07-31,,Kyoto,2924598016.0,1.0358605,3309422000.0,68171000.0,0.03893,62372000.0,0.06062,0.0856,0.8797925049618827,,349705000.0,310228000.0,2278977000.0,,1504887000.0,193940000.0,,
バリューゴルフ,3931,情報・通信業,グロース（内国株式）,2025-01-31,,Minato,2941486592.0,2.6499853,4127574000.0,90029000.0,0.02962,5519000.0,0.00409,0.01599,0.42486339262144546,13.738397,1522914000.0,1329577000.0,2193840000.0,943229000.0,885625000.0,67979000.0,-57604000.0,-0.019583295112296742
アカツキ,3932,情報・通信業,プライム（内国株式）,2025-03-31,,Tokyo,40317673472.0,0.99811053,23652000000.0,3916000000.0,-0.73367995,1646000000.0,0.03435,0.01875,0.7584748865133988,13.439077,13178000000.0,7378000000.0,41252000000.0,6100000000.0,28377000000.0,11375000000.0,22277000000.0,0.5525368425703192
チエル,3933,情報・通信業,スタンダード（内国株式）,2025-03-31,,Tokyo,5166460416.0,1.7124515,6896797000.0,677929000.0,0.02003,423814000.0,0.04917,0.13824001,0.29185714383959965,12.762431,6773624000.0,4202144000.0,6222115000.0,2670122000.0,3135963000.0,977249000.0,465841000.0,0.09016637358864456
ベネフィットジャパン,3934,情報・通信業,スタンダード（内国株式）,2025-03-31,,Osaka,11448102912.0,1.4433268,12745109000.0,1220502000.0,0.09932999,830895000.0,0.06914,0.12367,0.6694411916209515,,3920920000.0,2549537000.0,11045268000.0,1981202000.0,4229774000.0,5524000.0,2248572000.0,0.19641437688711091
エディア,3935,情報・通信業,スタンダード（内国株式）,2025-02-28,,Tokyo,6474749952.0,4.7550993,3607053000.0,262858000.0,0.13984,234016000.0,0.07879,0.24147,0.45744545634389117,64.588234,1626336000.0,1135087000.0,2700488000.0,923304000.0,1767927000.0,5000000.0,844623000.0,0.13044874416178845
グローバルウェイ,3936,情報・通信業,グロース（内国株式）,2025-03-31,,Tokyo,6489548800.0,9.521262,3071643000.0,-261140000.0,-0.06627,-320046000.0,-0.05559,-0.073699996,0.4044471499673344,2.0227273,596616000.0,596615000.0,1601276000.0,241640000.0,559007000.0,119968000.0,317367000.0,0.04890432444240191
Ｕｂｉｃｏｍホールディングス,3937,情報・通信業,プライム（内国株式）,2025-03-31,,Tokyo,13529536512.0,2.5189655,6340989000.0,1315570000.0,0.21127,858398000.0,0.14873,0.17908001,0.7117534978500474,10.782609,2268617000.0,1771613000.0,6604056000.0,407479000.0,4860452000.0,352449000.0,4452973000.0,0.3291297522313823
カナミックネットワーク,3939,情報・通信業,プライム（内国株式）,2024-09-30,,Tokyo,23159160832.0,5.329082,5007468000.0,1439156000.0,0.29298002,919989000.0,0.18924999,0.25533,0.6209657935696238,17.553957,2340750000.0,1578757000.0,3859400000.0,932015000.0,3430050000.0,20384000.0,2498035000.0,0.10786379602098356
ノムラシステムコーポレーション,3940,情報・通信業,スタンダード（内国株式）,2024-12-31,,Tokyo,6393588224.0,2.013624,3275015000.0,514507000.0,0.099180005,366050000.0,0.11687,0.12885,0.8782494562668206,2.635514,450351000.0,431633000.0,3480335000.0,,2854150000.0,,,
レンゴー,3941,パルプ・紙,プライム（内国株式）,2025-03-31,,Osaka,239710633984.0,0.52477616,993251000000.0,37410000000.0,0.04161,28979000000.0,0.02102,0.04685,0.3732298514378385,6.147442,742872000000.0,411479000000.0,469481000000.0,448527000000.0,80563000000.0,156961000000.0,-367964000000.0,-1.5350341112716783
大石産業,3943,パルプ・紙,スタンダード（内国株式）,2025-03-31,,Kitakyushu,10632067072.0,0.5753468,23485000000.0,904000000.0,0.04422,944000000.0,0.03522,0.04553,0.699010939607373,,7970000000.0,6310000000.0,15506000000.0,641000000.0,7441000000.0,1528000000.0,6800000000.0,0.6395745957912633
古林紙工,3944,パルプ・紙,スタンダード（内国株式）,2024-12-31,,Osaka,2639452928.0,0.27818957,18101971000.0,189161000.0,0.027379999,248316000.0,0.02003,0.036530003,0.45423282634251433,,10410398000.0,8025384000.0,9352430000.0,3637525000.0,2078312000.0,4658476000.0,-1559213000.0,-0.5907333991295942
スーパーバッグ,3945,パルプ・紙,スタンダード（内国株式）,2025-03-31,,Tokyo,4123176448.0,0.877404,27579000000.0,904000000.0,0.0225,976000000.0,0.0353,0.21877001,0.323013698630137,,9873000000.0,7356000000.0,10173000000.0,3133000000.0,2834000000.0,1483000000.0,-299000000.0,-0.07251690626653483
トーモク,3946,パルプ・紙,プライム（内国株式）,2025-03-31,,Tokyo,59032760320.0,0.638523,219613000000.0,9360000000.0,0.02781,6508000000.0,0.029830001,0.07296,0.44835972440468996,6.461788,113454000000.0,53497000000.0,89483000000.0,67663000000.0,21002000000.0,11012000000.0,-46661000000.0,-0.7904255153759342
ダイナパック,3947,パルプ・紙,スタンダード（内国株式）,2024-12-31,,Nagoya,23267424256.0,0.5173183,62530539000.0,1734848000.0,0.04947,2987110000.0,0.03822,0.05401,0.5992186065860675,,30490920000.0,23727903000.0,27504632000.0,3566266000.0,3921357000.0,21481996000.0,355091000.0,0.015261293905724534
光ビジネスフォーム,3948,パルプ・紙,スタンダード（内国株式）,2024-12-31,,Hachioji-shi,7067040768.0,1.219788,7915177000.0,178553000.0,0.0196,161246000.0,0.01466,0.01607,0.8411287780247736,,1763336000.0,1298949000.0,5260735000.0,186837000.0,3810363000.0,1325061000.0,3623526000.0,0.5127359695457753
ザ・パック,3950,パルプ・紙,プライム（内国株式）,2024-12-31,,Osaka,67897233408.0,0.9039826,101461000000.0,8010000000.0,0.06413,6316000000.0,0.056199998,0.0776,0.7210819811795686,,28810000000.0,27766000000.0,60043000000.0,82000000.0,15167000000.0,8058000000.0,15085000000.0,0.22217400095454565
朝日印刷,3951,パルプ・紙,スタンダード（内国株式）,2025-03-31,,Toyama,19329624064.0,0.57100254,43945035000.0,2076099000.0,0.0444,1704990000.0,0.03494,0.04542,0.4864229464649583,,34890843000.0,14419218000.0,29578160000.0,21535819000.0,10271943000.0,4615632000.0,-11263876000.0,-0.5827260769638112
大村紙業,3953,パルプ・紙,スタンダード（内国株式）,2025-03-31,,Chigasaki,2892069632.0,0.6086003,5939115000.0,276249000.0,0.04778,-109789000.0,-0.014889999,-0.01821,0.7096138153337362,,1997052000.0,1218418000.0,4539299000.0,227050000.0,2758312000.0,237097000.0,2531262000.0,0.8752424118673502
昭和パックス,3954,パルプ・紙,スタンダード（内国株式）,2025-03-31,,Tokyo,13257818112.0,0.56075025,23316657000.0,1377754000.0,0.0748,1320253000.0,0.05197,0.05199,0.7024467595358483,,9105317000.0,7075041000.0,19260696000.0,1211650000.0,8943586000.0,5806011000.0,7731936000.0,0.5831982257323036
イムラ,3955,パルプ・紙,スタンダード（内国株式）,2025-01-31,,Osaka,9778403328.0,0.5576507,20904000000.0,1309000000.0,0.11547,771000000.0,0.0498,0.059299998,0.7104620787118324,,6595000000.0,5801000000.0,8513000000.0,2190000000.0,2817000000.0,960000000.0,627000000.0,0.06412089775481186
笹徳印刷,3958,パルプ・紙,スタンダード（内国株式）,2024-06-30,,Toyoake-shi,3217765632.0,0.35283974,12953184000.0,378640000.0,0.0007,396673000.0,0.01959,0.02644,0.6140409685625179,,5949291000.0,4447460000.0,6191462000.0,983234000.0,1742918000.0,3863421000.0,759684000.0,0.23609053202790875
シルバーエッグ・テクノロジー,3961,情報・通信業,グロース（内国株式）,2024-12-31,,Suita,1902211584.0,1.5326203,1229202000.0,65781000.0,0.12384,30304000.0,0.0072500003,0.0073400005,0.9334306041635859,,101287000.0,101286000.0,1401869000.0,,1179431000.0,,,
チェンジホールディングス,3962,情報・通信業,プライム（内国株式）,2025-03-31,,Tokyo,81407361024.0,1.9837065,46387000000.0,12553000000.0,0.07045,7532000000.0,0.13737,0.15332,0.3936826033018418,8.724832,55117000000.0,23411000000.0,49820000000.0,34468000000.0,30185000000.0,7460000000.0,-4283000000.0,-0.05261194990385837
